title,year,citations_scholar,venue,link,source
Uniform Methodology for Evaluating Information Access Components of Digital Libraries.,2006,,"IRCDL, 25-28, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:uWQEDVKXjbEC,Scholar
"Evaluation and Comparison of the Service Architecture, P2P, and Grid Approaches for DLs",2006,2.0,"DELOS Network of Excellence, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:J_g5lzvAfSwC,Scholar
DiLAS: a Digital Library Annotation Service.,2005,46.0,"IWAC, 91-101, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:zYLM7Y9cAGgC,Scholar
CLEF 2005: Ad hoc track overview,2005,36.0,"Workshop of the Cross-Language Evaluation Forum for European Languages, 11-36, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:MGPUR4WVBMEC,Scholar
DIRECT: a system for evaluating information access components of digital libraries,2005,45.0,"International Conference on Theory and Practice of Digital Libraries, 483-484, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:wKETBy42zhYC,Scholar
Design choices for a flexible annotation service,2005,5.0,"Post-Proceedings of the First Italian Research Conference on Digital Library …, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:NMxIlDl6LWMC,Scholar
A system architecture as a support to a flexible annotation service,2005,34.0,"Peer-to-Peer, Grid, and Service-Orientation in Digital Library Architectures …, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:WF5omc3nYNoC,Scholar
"Design, Implementation, and Evaluation of the Use of Annotations in Interactive and Collaborative DL Access",2005,2.0,"DELOS Research Activities 2005, 51, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:M05iB0D1s5AC,Scholar
Implementing MLIA in an existing DL system,2005,8.0,"Proc. International Workshop on New Directions in Multilingual Information …, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:mB3voiENLucC,Scholar
Annotating illuminated manuscripts: an effective tool for research and education,2005,47.0,"Proceedings of the 5th ACM/IEEE-CS joint conference on Digital libraries …, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:eQOLeE2rZwMC,Scholar
Annotations as context for searching documents,2005,61.0,"International Conference on Conceptions of Library and Information Sciences …, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:UeHWp8X0CEIC,Scholar
DIRECT: a distributed tool for information retrieval evaluation campaigns,2005,8.0,"Proc. 8th International Workshop of the DELOS Network of Excellence on …, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:TQgYirikUcIC,Scholar
Appendix A. Results of the Core Tracks and Domain-Specific Tracks,2005,9.0,"Working Notes for the CLEF 2005 Workshop, 21-23, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:4DMP91E08xMC,Scholar
"Design, Implementation and Evaluation of the Use of Digital Multimedia Annotations in DL Interaction and DL Users Collaboration.",2005,2.0,"DELOS Research Activities 2005, 47-48, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:1EqfMoDn7-AC,Scholar
CLEF Bibliography,2005,,"Journal of Documentation 61 (5), 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:1Ye0OR6EYb4C,Scholar
A Probabilistic Model for Stemmer Generation,2005,84.0,"Information processing & management 41 (1), 121-137, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:otzGkya1bYkC,Scholar
Annotations as a support to research users,2005,5.0,"Proc. 7th International Workshop of the EU Network of Excellence DELOS on …, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:OcBU2YAGkTUC,Scholar
Formal model and conceptual architecture of the annotation service for dynamic ubiquitous knowledge environments,2004,4.0,"PhD thesis, Department of Information Engineering, University of Padua, Italy, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:4vMrXwiscB8C,Scholar
Evaluation of a digital library system,2004,12.0,"Notes of the DELOS WP7 Workshop on the Evaluation of Digital Libraries, 73-78, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:geHnlv5EZngC,Scholar
Experiments on statistical approaches to compensate for limited linguistic resources,2004,5.0,"Workshop of the Cross-Language Evaluation Forum for European Languages, 60-72, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:bEWYMUwI8FkC,Scholar
CLEF 2004: Ad hoc track overview and results analysis,2004,28.0,"Workshop of the Cross-Language Evaluation Forum for European Languages, 10-26, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:YOwf2qJgpHMC,Scholar
"Annotations in digital libraries and collaboratories–facets, models and usage",2004,111.0,"International Conference on Theory and Practice of Digital Libraries, 244-255, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:u5HHmVD_uO8C,Scholar
An Information Service Architecture for Annotations.,2004,14.0,"DELOS, 115-126, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:M3ejUd6NZC8C,Scholar
An Information Service Architecture for,2004,,"Digital Library Architectures: Peer-to-peer, Grid, and Service-orientation …, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:mgoTDWlsYNUC,Scholar
A Probabilistic Model for Stemmer Generation (extended abstract)⋆,2004,,"12th Italian Symposium on Advanced Database Systems (SEBD 2004), 230-237, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:__bU50VfleQC,Scholar
The University of Padua at CLEF 2004: Experiments on Statistical Approaches to Compensate for Limited Linguistic Resources,2004,,"CLEF 2004 Working Notes 1170, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:QYdC8u9Cj1oC,Scholar
Experiments to evaluate probabilistic models for automatic stemmer generation and query word translation,2004,,"Comparative Evaluation of Multilingual Information Access Systems: Fourth …, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:UebtZRa9Y70C,Scholar
Experiments to evaluate probabilistic models for automatic stemmer generation and query word translation,2003,25.0,"Workshop of the Cross-Language Evaluation Forum for European Languages, 220-235, 2003",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:IWHjjKOFINEC,Scholar
Annotations: Enriching a digital library,2003,63.0,"International Conference on Theory and Practice of Digital Libraries, 88-100, 2003",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:IjCSPb-OGe4C,Scholar
Introduzione alle tematiche delle basi di dati,2003,1.0,"Libreria Progetto, 2003",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:htyGaKyDgHMC,Scholar
CLEF 2003 Working Notes,2003,34.0,"Working Notes for CLEF 2003 Workshop co-located with the 7th European …, 2003",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:UuEBAcK4md4C,Scholar
"Managing the interactions between handheld devices, mobile applications, and users",2003,17.0,"Advances in Mobile Commerce Technologies, 205-234, 2003",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:r0BpntZqJG4C,Scholar
The effectiveness of a graph-based algorithm for stemming,2002,34.0,"Digital Libraries: People, Knowledge, and Technology, 117-128, 2002",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Se3iqnhoufwC,Scholar
Improving the automatic retrieval of text documents,2002,18.0,"Workshop of the Cross-Language Evaluation Forum for European Languages, 279-290, 2002",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:8k81kl-MbHgC,Scholar
Working Notes for CLEF 2002 Workshop,2002,10.0,"http://ceur-ws.org/Vol-1168/, 2002",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ymY9cBF3mdcC,Scholar
University of Padua at CLEF 2002: Experiments to Evaluate a Statistical Stemming Algorithm.,2002,21.0,"CLEF (Working Notes), 2002",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:MXK_kJrjxJIC,Scholar
CLEF 2001 Working Notes,2001,6.0,"Working Notes for CLEF 2001 Workshop co-located with the 5th European …, 2001",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:PyEswDtIyv0C,Scholar
MedAID-ML: A Multilingual Dataset of Biomedical Texts for Detecting AI-Generated Content,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:LlXTz_FrCmAC,Scholar
GutBrainIE@ CLEF25 Annotation Guidelines,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:k8to_Y4Q4_EC,Scholar
Towards Performance Modeling and Performance Prediction across IR/RecSys/NLP,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Mx5hWS9ctUkC,Scholar
Functionality Analysis and Information Retrieval in Electronic Document Management Systems,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:onKP9CxGSkIC,Scholar
основной публикации,,,"Springer, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:koF6b02d8EEC,Scholar
основной публикации,,,"Springer Verlag, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:s1ouQE5r0WUC,Scholar
основной публикации,,,"Taylor and Francis Ltd., 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:w7CBUyPWg-0C,Scholar
DELOS–Deliverable 1.1.,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:x2hKVfJWtf0C,Scholar
The iDPP@ CLEF Challenge as a Way to Open Science,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:dFKc6_kCK1wC,Scholar
CLEF [to be updated],,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:uoRD4RTSUPoC,Scholar
"3.14 Coordinate Research, Evaluation, and Education in Information Access: Towards a More Sustainable Environment for the Community",,1.0,"Frontiers of Information Access Experimentation for Research and Education, 83, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:nU66GSXDKhoC,Scholar
основной публикации,,,"Springer, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:IT1MJ6E3JesC,Scholar
The Brainteaser Ontology: Progression and Monitoring of Brain-Related Diseases,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:QKtdBID3u5MC,Scholar
Sviluppo di un sistema aptico per applicazioni ecografiche,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:lK9BDNCuzFgC,Scholar
Towards a Superimposed Peer Infrastructure,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:RfUwGJFMQ-0C,Scholar
The University of Padova at CLEF 2003: Experiments to,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:J3LtWjKFLicC,Scholar
"Annotated Bibliography, and Summaries I. Annotating Text II. Annotating Media III. Annotation Theory and Practice IV. Group Dynamics and Social Annotation",,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:I8rxH6phXEkC,Scholar
Evaluation Measures Scales: From Theory to Experimentation,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:jlhcAiayVhoC,Scholar
D8. 6 Testing Report,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:MIg0yeAD4ggC,Scholar
D8. 1R2 Competitive Evaluation Strategy,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:SnGPuo6Feq8C,Scholar
IRCDL 2014: 10th Italian Research Conference on Digital Libraries,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:3bvyWxjaHKcC,Scholar
6.8 User Studies in IR,,,"Reproducibility of Data-Oriented Experiments in e-Science, 152, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:yxmsSjX2EkcC,Scholar
Cumulative Relative Position: A Metric for Ranking Evaluation,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:7Hz3ACDFbsoC,Scholar
"Munnelly, Gary",,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:dBIO0h50nwkC,Scholar
Document Information,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:uc_IGeMz5qoC,Scholar
PROMISE,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:z_wVstp3MssC,Scholar
Buchbeiträge,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:CHSYGLWDkRkC,Scholar
Design Choices for a Flexible Annotation Service,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:a0OBvERweLwC,Scholar
