title,year,citations_scholar,venue,link,source
1st international workshop on multilingual web access (MWA 2015),2016,1.0,"ACM SIGIR Forum 49 (2), 137-140, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=200&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:LdasjJ6CEcoC,Scholar
"Report on CLEF 2015: Experimental IR Meets Multilinguality, Multimodality, and Interaction",2016,3.0,"ACM SIGIR Forum 49 (2), 47-56, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=200&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:1lhNe0rCu4AC,Scholar
Advances in Information Retrieval: 38th European Conference on IR Research (ECIR 2016) proceedings,2016,8.0,"Lecture Notes in Computer Science 9626, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=200&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:qCaWouos7ogC,Scholar
Managing and Curating IR Experimental Data,2016,,"DAGSTUHL REPORTS 6 (1), 120-121, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=200&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:vjZqxyZ7hS4C,Scholar
DIRECT and LOD-DIRECT,2016,,"DAGSTUHL REPORTS 6 (1), 115-115, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=200&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:HKviVsUxM5wC,Scholar
IEEE TCDL Special Issue on Data Citation,2016,,"BULLETIN OF THE IEEE TECHNICAL COMMITTEE ON DIGITAL LIBRARIES 12 (1), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=200&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:3BvdIg-l-ZAC,Scholar
"Experimental IR Meets Multilinguality, Multimodality, and Interaction. Proceedings of the Seventh International Conference of the CLEF Association (CLEF 2016)",2016,,"LECTURE NOTES IN COMPUTER SCIENCE 9822, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=200&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:gmHTDCtJMcoC,Scholar
6 Working groups 6.1 PRIMAD–Information gained by different types of reproducibility,2016,6.0,"Reproducibility of Data-Oriented Experiments in e-Science, 128, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=200&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:g5Ck-dwhA_QC,Scholar
Data citation is coming. Introduction to the special issue on data citation,2016,12.0,"Bull. IEEE Tech. Comm. Digit. Libr. Special Issue on Data Citation 12 (1), 1-5, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=200&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:rbm3iO8VlycC,Scholar
Reproducibility of Data-Oriented Experiments in e-Science (Dagstuhl Seminar 16041),2016,74.0,"Dagstuhl Reports 6 (1), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=200&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:mKu_rENv82IC,Scholar
IR Scientific Data: How to Semantically Represent and Enrich Them,2016,,"Proc. 3rd Italian Conference on Computational Linguistics (CLiC-it 2016), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=200&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:jFemdcug13IC,Scholar
CLEF 2016 Working Notes,2016,18.0,"Working Notes of CLEF 2016 - Conference and Labs of the Evaluation forum 1609, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:SjuI4pbJlxcC,Scholar
Basis of a Formal Framework for Information Retrieval Evaluation Measurements⋆,2016,,"7th Italian Information Retrieval Workshop (IIR 2016)., 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:1yWc8FF-_SYC,Scholar
What-if analysis: a visual analytics approach to information retrieval evaluation,2016,2.0,"CEUR WORKSHOP PROCEEDINGS 1653, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:hsZV8lGYWTMC,Scholar
Fast Access to XML Data: A Set-Based Approach.,2016,1.0,"SEBD, 286-293, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:owLR8QvbtFgC,Scholar
From Users to Systems: Identifying and Overcoming Barriers to Efficiently Access Archival Data.,2016,5.0,"ACHS@ JCDL, 15-16, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:WHdLCjDvYFkC,Scholar
Keyword-based search over databases: a roadmap for a reference architecture paired with an evaluation framework,2016,18.0,"Transactions on Computational Collective Intelligence XXI, 1-20, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ALROH1vI_8AC,Scholar
Towards a formal framework for utility-oriented measurements of retrieval effectiveness,2015,48.0,"Proceedings of the 2015 International Conference on The Theory of …, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:DJbcl8HfkQkC,Scholar
CLEF 2000-2014: Lessons Learnt from Ad Hoc Retrieval.,2015,4.0,"IIR, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:q-HalDI95KYC,Scholar
Rank-biased precision reloaded: Reproducibility and generalization,2015,30.0,"European Conference on Information Retrieval, 768-780, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:b1wdh0AR-JQC,Scholar
Visual Analytics for Information Retrieval Evaluation (VAIRË 2015),2015,1.0,"European Conference on Information Retrieval, 809-812, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:kuK5TVdYjLIC,Scholar
Targeted Query Expansions as a Method for Searching Mixed Quality Digitized Cultural Heritage Documents,2015,,"iConference 2015 Proceedings, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:tuHXwOkdijsC,Scholar
Towards a semantic web enabled representation of DL foundational models: the quality domain example,2015,3.0,"Italian Research Conference on Digital Libraries, 24-35, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:g3aElNc5_aQC,Scholar
Elementi di basi di dati,2015,5.0,"Editrice Libreria Progetto Padova, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:5VjbC5aozO0C,Scholar
Proc. 1st International Workshop on Multilingual Web Access (MWA 2015),2015,,"ACM Press, New York, USA, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:j8pvxH-kN2QC,Scholar
Proc. 1st AI* IA Workshop on Intelligent Techniques At LIbraries and Archives (IT@ LIA 2015),2015,,"CEUR WORKSHOP PROCEEDINGS 1509, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:VnuxuLaQPLMC,Scholar
Source Retrieval for Plagiarism Detection from Large Web Corpora: Recent Approaches,2015,1.0,"Sematic Scholar 1391, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:DIubQTN3OvUC,Scholar
Advances in information retrieval,2015,4.0,"In 37th European Conference on IR Research, ECIR, 741-780, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:4n0clTBhZ78C,Scholar
"CLEF 2015 Evaluation Labs and Workshop–Working Notes Papers, 8-11 September, Toulouse, France",2015,23.0,"CEUR Workshop Proceedings, CEUR-WS. org, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:wE-fMHVdjMkC,Scholar
SVETPET: A Surveillance System of Diseases of Companion Animals in The Veneto Region (Italy),2015,,"Proc. International Congress ""One World - One Health - One Vision"", 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:buQ7SEKw-1sC,Scholar
"Experimental IR Meets Multilinguality, Multimodality, and Interaction. Proceedings of the Sixth International Conference of the CLEF Association (CLEF 2015)",2015,33.0,"Lecture Notes in Computer Science (LNCS), Springer, Heidelberg, Germany, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:jL-93Qbq4QoC,Scholar
A Perspective Look at Keyword-based Search Over Relation Data and its Evaluation,2015,1.0,"Proc. 23rd Italian Symposium on Advanced Database Systems (SEBD 2015), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:4xDN1ZYqzskC,Scholar
Unfolding Off-the-shelf IR Systems for Reproducibility,2015,17.0,"Proc. SIGIR Workshop on Reproducibility, Inexplicability, and …, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:a9-T7VOCCH8C,Scholar
Markov Precision: Modelling User Behaviour over Rank and Time.,2015,,"IIR, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:kz9GbA2Ns4gC,Scholar
"CLEF 2014: Information access evaluation meets multilinguality, multimodality, and interaction",2014,1.0,"ACM SIGIR Forum 48 (2), 56-62, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:EYYDruWGBe4C,Scholar
"CLEF 15th birthday: Past, present, and future",2014,22.0,"ACM SIGIR Forum 48 (2), 31-55, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:vbGhcppDl1QC,Scholar
"3. Biblioteche digitali tra modellazione, gestione e valutazione",2014,5.0,"Quaderni DigiLab 3 (1), 33-50, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:4MWp96NkSFoC,Scholar
CLEF 15th Birthday: What Can We Learn From Ad Hoc Retrieval?,2014,19.0,"International Conference of the Cross-Language Evaluation Forum for European …, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:URolC5Kub84C,Scholar
Rethinking how to extend average precision to graded relevance,2014,7.0,"International Conference of the Cross-Language Evaluation Forum for European …, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:uWiczbcajpAC,Scholar
CHiC 2011–Cultural Heritage in CLEF,2014,,"CEUR-WS. org, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:7Frjd3zlGBUC,Scholar
VIRTUE: A visual tool for information retrieval performance evaluation and failure analysis,2014,40.0,"Journal of Visual Languages & Computing 25 (4), 394-413, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Fu2w8maKXqMC,Scholar
Injecting user models and time into precision via Markov chains,2014,30.0,"Proceedings of the 37th international ACM SIGIR conference on Research …, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:EkHepimYqZsC,Scholar
A Visual Interactive Environment for Making Sense of Experimental Data,2014,2.0,"European Conference on Information Retrieval, 767-770, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:t7zJ5fGR-2UC,Scholar
"Bridging Between Information Retrieval and Databases-PROMISE Winter School 2013, Revised Tutorial Lectures",2014,2.0,"LECTURE NOTES IN COMPUTER SCIENCE 8173, 1-237, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:DGzKIA18-3YC,Scholar
Bridging Between Cultural Heritage Institutions-Proc. 9th Italian Research Conference on Digital Libraries (IRCDL 2013),2014,,"COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE 385, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:nOiSByfp82kC,Scholar
Bridging Between Cultural Heritage Institutions: 9th Italian Research Conference; Revised Selected Papers,2014,,"Springer, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Nufq_to8ts0C,Scholar
"Bridging Between Cultural Heritage Institutions: 9th Italian Research Conference, IRCDL 2013, Rome, Italy, January 31-February 1, 2013, Revised Selected Papers",2014,1.0,"Springer Berlin Heidelberg, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:AXkvAH5U_nMC,Scholar
Preface: CLEF (working notes) 2014,2014,,"CEUR Workshop Proceedings 1180, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:WC9gN4BGCRcC,Scholar
Enriching Digital Cultural Heritage Collections via Annotations: The CULTURA approach,2014,21.0,"Proc. 22nd Italian Symposium on Advanced Database Systems (SEBD 2014), 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:uDGL6kOW6j0C,Scholar
Enhancing Digital Cultural Heritage Collections with Social Network Capabilities,2014,1.0,"Proc. 7th International Workshop on Personalized Access to Cultural Heritage …, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:PVgj2kMGcgYC,Scholar
Reliability and Validity - A Guide To Best Practices in IR Evaluation,2014,,"Dagstuhl Reports 3 (10), 111-113, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:tH6gc1N1XXoC,Scholar
"(Formal) Models for systems, infrastructures, communities",2014,,"Collaborative Research Practices and Shared Infrastructures for Humanities …, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:lvd772isFD0C,Scholar
CLEF 2014 Working Notes,2014,78.0,"CEUR Workshop Proceedings (CEUR-WS. org), ISSN 1180, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:NXb4pA-qfm4C,Scholar
"Making it easier to discover, re-use and understand search engine experimental evaluation data",2014,6.0,"ERCIM News 96, 26-27, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Ri6SYOTghG4C,Scholar
CULTURA Outcomes for Improving the User's Engagement with Cultural Heritage Collections,2014,6.0,"Procedia Computer Science 38, 34-39, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:p__nRnzSRKYC,Scholar
Measuring and analyzing the scholarly impact of experimental evaluation initiatives,2014,20.0,"Procedia Computer Science 38, 133-137, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:BwyfMAYsbu0C,Scholar
Bridging Between Information Retrieval and Databases,2014,,"Springer Berlin Heidelberg, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:nrtMV_XWKgEC,Scholar
Digital Archives: Extending the 5S Model through NESTOR,2014,,"Bridging Between Cultural Heritage Institutions - Proc. 9th Italian Research …, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:_Re3VWB3Y0AC,Scholar
Fostering interaction with cultural heritage material via annotations: the FAST-CAT way,2014,6.0,"Bridging Between Cultural Heritage Institutions - Proc. 9th Italian Research …, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:tKAzc9rXhukC,Scholar
NESTOR: A formal model for digital archives,2013,36.0,"Information Processing & Management 49 (6), 1206-1240, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:VL0QpB8kHFEC,Scholar
Improving ranking evaluation employing visual analytics,2013,10.0,"International Conference of the Cross-Language Evaluation Forum for European …, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:1yQoGdGgb4wC,Scholar
Formal models for digital archives: NESTOR and the 5S,2013,1.0,"International Conference on Theory and Practice of Digital Libraries, 192-203, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ZuybSZzF8UAC,Scholar
Keyword search and evaluation over relational databases: an outlook to the future,2013,5.0,"Proceedings of the 7th International Workshop on Ranking in Databases, 1-3, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:N5tVd3kTz84C,Scholar
"Information Retrieval Meets Information Visualization: PROMISE Winter School 2012, Zinal, Switzerland, January 23-27, 2012, Revised Tutorial Lectures",2013,2.0,"Springer, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:dTyEYWd-f8wC,Scholar
"Digital Libraries and Archives: 8th Italian Research Conference, IRCDL 2012, Bari, Italy, February 9-10, 2012, Revised Selected Papers",2013,1.0,"Springer, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:eMMeJKvmdy0C,Scholar
"Information Retrieval Meets Information Visualization-PROMISE Winter School 2012, Revised Tutorial Lectures",2013,,"Lecture Notes in Computer Science (including subseries Lecture Notes in …, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:e3CVSTJ63dQC,Scholar
"Digital Libraries and Archives-8th Italian Research Conference on Digital Libraries, IRCDL2012–Revised Selected Papers",2013,,"COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE 354, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:GJVTs2krol4C,Scholar
Cultural Heritage in CLEF (CHiC),2013,,"Information Access Evaluation. Multilinguality, Multimodality, and …, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:adHtZc2wMuEC,Scholar
CLEF 2013 Working Notes,2013,33.0,"Working Notes for CLEF 2013 Conference Valencia, Spain, September 23-26 …, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:jE2MZjpN3IcC,Scholar
PROMISE Winter School 2013 on Bridging between Information Retrieval and Databases,2013,,"ERCIM News 93, 56-57, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:gKiMpY-AVTkC,Scholar
Cumulated Relative Position: A Metric for Ranking Evaluation,2013,10.0,"Proc. 4th Italian Information Retrieval Workshop (IIR 2013) 964, 57-60, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:5icHVeHT4IsC,Scholar
Visual Interactive Failure Analysis: Supporting Users in Information Retrieval Evaluation,2013,14.0,"Proc. 4th Italian Information Retrieval Workshop (IIR 2013) 964, 61-64, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:gVv57TyPmFsC,Scholar
A Visual Analytics Tool for Experimental Evaluation,2013,,"Proc. 21st Italian Symposium on Advanced Database Systems (SEBD 2013), 139-150, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:nVrZBo8bIpAC,Scholar
CLEF 2013 and beyond: evolution of the CLEF initiative,2013,,"Ercim News 95, 51-52, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:lmc2jWPfTJgC,Scholar
The FAST-CAT: Empowering Cultural Heritage Annotations.,2013,3.0,"DH, 320-321, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:0KyAp5RtaNEC,Scholar
Cultural Heritage in CLEF (CHiC) 2013 - Multilingual Task Overview,2013,3.0,"CLEF 2013 Working Notes 1179, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:kzcrU_BdoSEC,Scholar
Cultural Heritage in CLEF (CHiC) 2013,2013,29.0,"Information Access Evaluation meets Multilinguality, Multimodality, and …, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:hkOj_22Ku90C,Scholar
"CLEF 2012: information access evaluation meets multilinguality, multimodality, and visual analytics",2012,2.0,"ACM SIGIR Forum 46 (2), 29-33, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:XiVPGOgt02cC,Scholar
PROMISE retreat report prospects and opportunities for information access evaluation,2012,11.0,"ACM SIGIR Forum 46 (2), 60-84, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:bnK-pcrLprsC,Scholar
Information retrieval failure analysis: Visual analytics as a support for interactive “what-if” investigation,2012,3.0,"2012 IEEE Conference on Visual Analytics Science and Technology (VAST), 204-206, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:V3AGJWp-ZtQC,Scholar
DIRECTions: design and specification of an IR evaluation infrastructure,2012,32.0,"International Conference of the Cross-Language Evaluation Forum for European …, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:eJXPG6dFmWUC,Scholar
PROMISE winter school 2013 bridging between information retrieval and databases,2012,,"ACM SIGIR Forum 47 (1), 46-52, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:JoZmwDi-zQgC,Scholar
PROMISE technology transfer day: spreading the word on information access evaluation at an industrial event,2012,4.0,"ACM SIGIR Forum 47 (1), 53-58, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:PELIpwtuRlgC,Scholar
